id,squid_species,length_type,beak_div,item_length,standard_length,total_length,mantle_length,,,,,,,,
151056,Benthosema,R,65,2.03125,38.0862,47.47720625,,,,,,,,,
151057,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
151057,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
151057,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
151057,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
151057,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
151057,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
151057,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
151057,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
151057,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
151057,Benthosema,L,55,1.71875,32.169,39.66114375,,,,,,,,,
151057,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
151057,Benthosema,L,63,1.96875,36.9028,45.91399375,,,,,,,,,
151057,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
151057,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
151057,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
151058,Benthosema,L,70,2.1875,41.0448,51.3852375,,,,,,,,,
151058,Benthosema,L,70,2.1875,41.0448,51.3852375,,,,,,,,,
151058,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
151059,Benthosema,L,64,2,37.4945,46.6956,,,,,,,,,
151059,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
151059,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
151060,Benthosema,L,68,2.125,39.8614,49.822025,,,,,,,,,
151060,Benthosema,L,63,1.96875,36.9028,45.91399375,,,,,,,,,
151060,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
151061,Benthosema,R,63,1.96875,36.9028,45.91399375,,,,,,,,,
151061,Benthosema,R,59,1.84375,34.5359,42.78756875,,,,,,,,,
151061,Benthosema,R,53,1.65625,30.9856,38.09793125,,,,,,,,,
151061,Benthosema,R,69,2.15625,40.4531,50.60363125,,,,,,,,,
151061,Benthosema,R,54,1.6875,31.5773,38.8795375,,,,,,,,,
151061,Benthosema,R,63,1.96875,36.9028,45.91399375,,,,,,,,,
151061,Benthosema,R,70,2.1875,41.0448,51.3852375,,,,,,,,,
151061,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
151061,Benthosema,R,68,2.125,39.8614,49.822025,,,,,,,,,
151061,Benthosema,R,69,2.15625,40.4531,50.60363125,,,,,,,,,
151061,Benthosema,R,67,2.09375,39.2697,49.04041875,,,,,,,,,
151061,Benthosema,R,69,2.15625,40.4531,50.60363125,,,,,,,,,
151061,Benthosema,R,56,1.75,32.7608,40.44275,,,,,,,,,
151061,Benthosema,R,67,2.09375,39.2697,49.04041875,,,,,,,,,
151061,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
151061,Benthosema,R,67,2.09375,39.2697,49.04041875,,,,,,,,,
151061,Benthosema,R,66,2.0625,38.6779,48.2588125,,,,,,,,,
151061,Benthosema,R,58,1.8125,33.9442,42.0059625,,,,,,,,,
151061,Triphotorus,R,43,1.34375,52.4384,68.03231875,,,,,,,,,
061615_001,Benthosema,L,55,1.71875,32.169,39.66114375,,,,,,,,,
061615_001,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_002,Benthosema,R,56,1.75,32.7608,40.44275,,,,,,,,,
061615_002,Benthosema,R,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_002,Benthosema,R,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_003,Benthosema,R,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_003,Benthosema,R,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_003,Benthosema,R,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_003,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_003,Benthosema,R,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_003,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_003,Benthosema,R,38,1.1875,22.1098,26.3738375,,,,,,,,,
061615_004,Benthosema,R,54,1.6875,31.5773,38.8795375,,,,,,,,,
061615_004,Benthosema,R,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_004,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_004,Benthosema,R,56,1.75,32.7608,40.44275,,,,,,,,,
061615_004,Benthosema,R,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_004,Benthosema,R,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_005,Benthosema,R,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_005,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_006,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_006,Benthosema,R,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_007,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_007,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_007,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_007,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_007,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_008,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_008,Benthosema,L,54,1.6875,31.5773,38.8795375,,,,,,,,,
061615_008,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_008,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_008,Benthosema ,L,66,2.0625,38.6779,48.2588125,,,,,,,,,
061615_009,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_009,Benthosema,L,63,1.96875,36.9028,45.91399375,,,,,,,,,
061615_009,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_009,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_009,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_011,Benthosema,R,64,2,37.4945,46.6956,,,,,,,,,
061615_011,Benthosema,R,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_011,Benthosema,R,66,2.0625,38.6779,48.2588125,,,,,,,,,
061615_011,Benthosema,R,39,1.21875,22.7015,27.15544375,,,,,,,,,
061615_011,Benthosema,R,41,1.28125,23.885,28.71865625,,,,,,,,,
061615_012,Benthosema,R,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_012,Benthosema,R,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_012,Benthosema,R,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_012,Benthosema,R,69,2.15625,40.4531,50.60363125,,,,,,,,,
061615_012,Triphotorus,R,28,0.875,39.0452,49.543975,,,,,,,,,
061615_012,Triphotorus,R,34,1.0625,44.4025,56.9393125,,,,,,,,,
061615_013,Benthosema,L,55,1.71875,32.169,39.66114375,,,,,,,,,
061615_013,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_013,Triphotorus,R,23,0.71875,34.5808,43.38119375,,,,,,,,,
061615_013,Triphotorus,R,29,0.90625,39.9381,50.77653125,,,,,,,,,
061615_014,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_014,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_014,Benthosema,L,64,2,37.4945,46.6956,,,,,,,,,
061615_014,Triphotorus,L,32,1,42.6167,54.4742,,,,,,,,,
061615_015,Benthosema,R,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_015,Benthosema,R,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_015,Benthosema,R,39,1.21875,22.7015,27.15544375,,,,,,,,,
061615_015,Triphotorus,R,33,1.03125,43.5096,55.70675625,,,,,,,,,
061615_015,Triphotorus,R,31,0.96875,41.7238,53.24164375,,,,,,,,,
061615_016,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_016,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_016,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_016,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_016,Triphotorus,L,35,1.09375,45.2953,58.17186875,,,,,,,,,
061615_017,Benthosema,L,34,1.0625,19.7429,23.2474125,,,,,,,,,
061615_017,Benthosema,L,55,1.71875,32.169,39.66114375,,,,,,,,,
061615_017,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_017,Benthosema,L,53,1.65625,30.9856,38.09793125,,,,,,,,,
061615_017,Benthosema,L,70,2.1875,41.0448,51.3852375,,,,,,,,,
061615_017,Benthosema,L,66,2.0625,38.6779,48.2588125,,,,,,,,,
061615_017,Benthosema,L,66,2.0625,38.6779,48.2588125,,,,,,,,,
061615_017,Triphotorus,L,29,0.90625,39.9381,50.77653125,,,,,,,,,
061615_018,Benthosema,L,71,2.21875,41.6365,52.16684375,,,,,,,,,
061615_018,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_019,Benthosema,R,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_019,Benthosema,R,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_019,Benthosema,R,55,1.71875,32.169,39.66114375,,,,,,,,,
061615_020,Benthosema,L,71,2.21875,41.6365,52.16684375,,,,,,,,,
061615_020,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_020,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_020,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_020,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_022,Benthosema,R,60,1.875,35.1276,43.569175,,,,,,,,,
061615_022,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_022,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_022,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_022,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_022,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_022,Triphotorus,L,31,0.96875,41.7238,53.24164375,,,,,,,,,
061615_023,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_023,Benthosema,L,65,2.03125,38.0862,47.47720625,,,,,,,,,
061615_023,Benthosema,L,68,2.125,39.8614,49.822025,,,,,,,,,
061615_023,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_023,Benthosema,L,64,2,37.4945,46.6956,,,,,,,,,
061615_023,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_023,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_026,Benthosema,L,70,2.1875,41.0448,51.3852375,,,,,,,,,
061615_026,Benthosema,L,62,1.9375,36.3111,45.1323875,,,,,,,,,
061615_026,Benthosema,L,66,2.0625,38.6779,48.2588125,,,,,,,,,
061615_026,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_026,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_026,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_026,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_028,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_028,Benthosema,L,64,2,37.4945,46.6956,,,,,,,,,
061615_028,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_028,Benthosema,L,53,1.65625,30.9856,38.09793125,,,,,,,,,
061615_028,Triphotorus,R,32,1,42.6167,54.4742,,,,,,,,,
061615_029,Benthosema,L,56,1.75,32.7608,40.44275,,,,,,,,,
061615_029,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_030,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_030,Benthosema,L,59,1.84375,34.5359,42.78756875,,,,,,,,,
061615_030,Triphotorus,L,31,0.96875,41.7238,53.24164375,,,,,,,,,
061615_031,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_031,Benthosema,L,75,2.34375,44.0034,55.29326875,,,,,,,,,
061615_031,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
061615_031,Benthosema,L,60,1.875,35.1276,43.569175,,,,,,,,,
061615_031,Benthosema,L,61,1.90625,35.7193,44.35078125,,,,,,,,,
061615_031,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
061615_031,Benthosema,L,54,1.6875,31.5773,38.8795375,,,,,,,,,
061615_031,Benthosema,L,63,1.96875,36.9028,45.91399375,,,,,,,,,
061615_032,Benthosema,L,67,2.09375,39.2697,49.04041875,,,,,,,,,
061615_032,Benthosema,L,64,2,37.4945,46.6956,,,,,,,,,
062715_001,Benthosema,L,85,2.073170732,38.8799878,48.52570244,,,,,,,,,
062715_001,Benthosema,L,90,2.195121951,41.18913415,51.57587317,,,,,,,,,
062715_004,Benthosema,L,88,2.146341463,40.26547561,50.35580487,,,,,,,,,
062715_004,Benthosema,L,90,2.195121951,41.18913415,51.57587317,,,,,,,,,
062715_004,Triphotorus,L,23,0.547619047,29.69118095,36.63148093,,,,,,,,,
062915_002,Benthosema,L,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
062915_002,Benthosema,L,73,1.780487805,33.33803659,41.20529269,,,,,,,,,
062915_002,Benthosema,L,65,1.585365854,29.64340244,36.32501952,,,,,,,,,
062915_002,Benthosema,L,88,2.146341463,40.26547561,50.35580487,,,,,,,,,
062915_002,Benthosema,L,79,1.926829268,36.1090122,44.86549755,,,,,,,,,
062915_002,Benthosema,L,81,1.975609756,37.03267073,46.08556585,,,,,,,,,
062915_002,Benthosema,L,83,2.024390244,37.95632927,47.30563415,,,,,,,,,
062915_002,Benthosema,L,71,1.731707317,32.41437805,39.98522439,,,,,,,,,
062915_002,Benthosema,L,90,2.195121951,41.18913415,51.57587317,,,,,,,,,
062915_002,Benthosema,L,68,1.658536585,31.02889024,38.15512194,,,,,,,,,
062915_002,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
062915_002,Benthosema,L,95,2.317073171,43.49828049,54.62604391,,,,,,,,,
062915_002,Benthosema,L,71,1.731707317,32.41437805,39.98522439,,,,,,,,,
062915_002,Benthosema,L,77,1.87804878,35.18535366,43.64542926,,,,,,,,,
062915_002,Benthosema,L,75,1.829268293,34.26169512,42.42536097,,,,,,,,,
062915_002,Benthosema,L,75,1.829268293,34.26169512,42.42536097,,,,,,,,,
062915_002,Benthosema,L,72,1.756097561,32.87620732,40.59525854,,,,,,,,,
062915_002,Benthosema,L,75,1.829268293,34.26169512,42.42536097,,,,,,,,,
062915_002,Benthosema,L,79,1.926829268,36.1090122,44.86549755,,,,,,,,,
062915_002,Benthosema,L,72,1.756097561,32.87620732,40.59525854,,,,,,,,,
062915_002,Benthosema,L,73,1.780487805,33.33803659,41.20529269,,,,,,,,,
062915_002,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
062915_002,Benthosema,L,85,2.073170732,38.8799878,48.52570245,,,,,,,,,
062915_002,Benthosema,L,78,1.902439024,35.64718293,44.2554634,,,,,,,,,
062915_002,Benthosema,L,81,1.975609756,37.03267073,46.08556585,,,,,,,,,
062915_002,Benthosema,L,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
062915_002,Benthosema,L,81,1.975609756,37.03267073,46.08556585,,,,,,,,,
062915_002,Benthosema,L,78,1.902439024,35.64718293,44.2554634,,,,,,,,,
062915_002,Benthosema,L,75,1.829268293,34.26169512,42.42536097,,,,,,,,,
062915_002,Benthosema,L,77,1.87804878,35.18535366,43.64542926,,,,,,,,,
062915_003,Benthosema,R,76,1.853658536,34.72352439,43.03539511,,,,,,,,,
062915_003,Benthosema,R,79,1.926829268,36.10901219,44.86549755,,,,,,,,,
062915_006,Benthosema,L,85,2.073170732,38.8799878,48.52570245,,,,,,,,,
062915_006,Benthosema,L,89,2.170731707,40.72730487,50.96583902,,,,,,,,,
070315_001,Benthosema,L,66,1.571428571,29.37949999,35.97642856,,,,,,,,,
070315_005,Benthosema,L,77,1.87804878,35.18535366,43.64542926,,,,,,,,,
070315_006,Benthosema,L,76,1.853658537,34.72352439,43.03539512,,,,,,,,,
070315_006,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
070315_006,Benthosema,L,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
070315_011,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
070315_011,Benthosema,L,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
070315_013,Benthosema,L,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
070315_015,Benthosema,R,77,1.87804878,35.18535366,43.64542926,,,,,,,,,
070315_016,Benthosema,L,84,1.999999999,37.49449998,46.69559997,,,,,,,,,
070315_018,Benthosema,L,70,1.707317073,31.95254878,39.37519024,,,,,,,,,
070315_021,Benthosema,R,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
070315_021,Benthosema,R,50,1.19047619,22.16616666,26.44827618,,,,,,,,,
070315_025,Benthosema,L,78,1.902439024,35.64718292,44.2554634,,,,,,,,,
070315_028,Benthosema,R,82,1.952380952,36.59283332,45.50458094,,,,,,,,,
070315_031,Benthosema,R,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
070315_035,Benthosema,L,58,1.8125,33.9442,42.0059625,,,,,,,,,
070315_035,Benthosema,L,55,1.71875,32.169,39.66114375,,,,,,,,,
070315_035,Benthosema,L,57,1.78125,33.3525,41.22435625,,,,,,,,,
070315_036,Benthosema,L,91,2.166666666,40.65033332,50.86416665,,,,,,,,,
070315_036,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
070315_036,Benthosema,L,75,1.829268293,34.26169512,42.42536097,,,,,,,,,
070315_036,Benthosema,L,93,2.268292683,42.57462195,53.40597561,,,,,,,,,
070315_036,Benthosema,L,82,2,37.4945,46.6956,,,,,,,,,
070315_040,Benthosema,L,72,1.714285714,32.08449999,39.54948571,,,,,,,,,
070315_040,Triphotorus,L,23,0.547619047,29.69118095,36.63148093,,,,,,,,,
070315_040,Triphotorus,L,20,0.476190476,27.65030952,33.81420952,,,,,,,,,
070315_040,Triphotorus,L,23,0.56097561,30.07280732,37.1582878,,,,,,,,,
070315_040,Triphotorus,L,20,0.487804878,27.98215854,34.27230244,,,,,,,,,
070315_041,Benthosema,L,76,1.853658537,34.72352439,43.03539513,,,,,,,,,
070315_041,Benthosema,L,43,1.048780488,19.48315854,22.9042683,,,,,,,,,
17E48_001,Triphotorus,R,41,0.77358472,36.14751734,45.54397381,,,,,,,,,
17E48_003,Benthosema,R,40,0.7547168,13.91506261,15.54932377,,,,,,,,,
17E48_003,Triphotorus,R,32,0.60377344,31.29563548,38.84631127,,,,,,,,,
17E48_003,Triphotorus,R,40,0.7547168,35.60841935,44.79978908,,,,,,,,,
17E48_003,Triphotorus,R,33,0.62264136,31.83473347,39.59049599,,,,,,,,,
17E48_003,Triphotorus,R,32,0.60377344,31.29563548,38.84631127,,,,,,,,,
17E48_005,Benthosema,L,45,0.8490564,15.70138293,17.90888924,,,,,,,,,
17E48_008,Benthosema,L,67,1.26415064,23.56119237,28.29097732,,,,,,,,,
17E48_008,Benthosema,L,28,0.52830176,9.627893826,9.88636664,,,,,,,,,
17E48_008,Benthosema,L,46,0.86792432,16.058647,18.38080234,,,,,,,,,
17E48_008,Benthosema,R,37,0.69811304,12.84327041,14.13358449,,,,,,,,,
17E48_006,Benthosema,R,31,0.58490552,10.69968602,11.30210592,,,,,,,,,
17E48_006,Benthosema,R,41,0.77358472,14.27232667,16.02123687,,,,,,,,,
17E48_011,Triphotorus,L,50,0.943396,40.99939919,52.24163635,,,,,,,,,
17E98_019,Benthosema,L,122,2.30188624,43.21071595,54.2461975,,,,,,,,,
CAPEXI_017,Benthosema,R,76,1.809523809,33.88783332,41.9315238,,,,,,,,,
CAPEXI_017,Benthosema,R,81,1.928571428,36.14199999,44.90907141,,,,,,,,,
CAPEXI_017,Benthosema,R,91,2.166666666,40.65033332,50.86416665,,,,,,,,,
CAPEXI_017,Benthosema,R,81,1.928571428,36.14199999,44.90907141,,,,,,,,,
